beginTask.keys,beginTask.rt,study_intro.thisRepN,study_intro.thisTrialN,study_intro.thisN,study_intro.thisIndex,study_intro.ran,intro,overall_instr,category_instr,inverseImg,originalImg,invLocX,oriLocX,invLocY,oriLocY,participant_id,condition,date,expName,psychopyVersion,OS,frameRate,begin_rc.keys,begin_rc.rt,cat_loop.thisRepN,cat_loop.thisTrialN,cat_loop.thisN,cat_loop.thisIndex,cat_loop.ran,image_choice.keys,image_choice.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,age_resp.keys,age_resp.rt,sex_resp.keys,sex_resp.rt,race_resp.keys,race_resp.rt
space,7.156,0,0,0,0,1,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00002_inv.jpg,stimuli/rcic_base_1_00002_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00002_inv.jpg,stimuli/rcic_base_1_00002_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,space,0.564,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00250_inv.jpg,stimuli/rcic_base_1_00250_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,left,9.868,0,0,0,249,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00196_inv.jpg,stimuli/rcic_base_1_00196_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,right,1.89,0,1,1,195,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00098_inv.jpg,stimuli/rcic_base_1_00098_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,left,1.113,0,2,2,97,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00195_inv.jpg,stimuli/rcic_base_1_00195_ori.jpg,-300,300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,left,0.383,0,3,3,194,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00126_inv.jpg,stimuli/rcic_base_1_00126_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,right,0.938,0,4,4,125,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00042_inv.jpg,stimuli/rcic_base_1_00042_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,left,0.798,0,5,5,41,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00108_inv.jpg,stimuli/rcic_base_1_00108_ori.jpg,300,-300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,right,0.959,0,6,6,107,1,,,,,,
,,,,,,,"Bullshit is defined as any statement constructed without regard to the truth. This is in contrast to a lie, which is constructed with the truth as a reference point.

Bullshittees are people who continuously believe bullshit that they hear. While bullshit is frequently encountered in daily life, little is known about how people mentally visualize what a bullshittee looks like. This study was designed to do that.

The following quotes are examples of bullshit. Each of these is designed to sound profound or inspirational but are actually just jumbles of random words in a correct synactical structure without any semantic meaning:

'Synergistic strategies holistically predominate adaptive potentialities.'

'Thriving companies collaboratively utilize parallel fungibility.'

'In the near future, brave pioneers will use crowdsourcing to rapidly transform communities.'

'Soon, engaged change-makers will use virtual reality to efficiently socialize ideas.'

Press the SPACE BAR to continue to the next page.","You will be asked to classify faces as BULLSHITTEES!

In the next section, please indicate whether you believe the face on the left or the face on the right looks more like a BULLSHITTEE.

Please use the LEFT and RIGHT arrow keys to indicate your response.

Press the SPACE BAR when you're ready to begin!",Which image looks most like a BULLSHITTEE?,stimuli/rcic_base_1_00229_inv.jpg,stimuli/rcic_base_1_00229_ori.jpg,-300,300,0,0,2519657 ,2,2023-10-23_13h02.28.791,image_generation_task,2022.2.5,MacIntel,30.3030303,,,,,,,,left,1.469,0,7,7,228,1,,,,,,
